id,text
ABOUT THAT TOW LIFE LLC,ABOUT THAT TOW LIFE LLC LLC CO 5532 SPOKED WHEEL DR COLORADO SPRINGS 80923  CO 5532 SPOKED WHEEL DR COLORADO SPRINGS 80923 20191406175 N 
ABOVE ALL LOVE LLC,ABOVE ALL LOVE LLC LLC FL 19271 STERLING DR CUTLER BAY 33157  FL 19271 STERLING DR CUTLER BAY 33157 L14000147168 N 
ABOVE THE REST BUCKET TRUCK SERVICES LLC,ABOVE THE REST BUCKET TRUCK SERVICES LLC LLC FL 18237 211TH ROAD LIVE OAK 32060  FL 18237 211TH ROAD LIVE OAK 32060 L13000145684 N 
ABOVE THE WELLNESS LINE,ABOVE THE WELLNESS LINE DBA ND         266195  
ABSOLUTE BLACK,ABSOLUTE BLACK DBA OH       OLMSTED TWP  2140349 N 
ABSOLUTE BROWN,ABSOLUTE BROWN DBA OH       HAMILTON  2140328 N 
ABSOLUTE RED,ABSOLUTE RED DBA OH       DUBLIN  2140350 N 
ABUNDANT LIFE TABERNACLE OF MANSFIELD,"ABUNDANT LIFE TABERNACLE OF MANSFIELD OHIO INC."""" NONPROFIT OH     OH  SPRINGFIELD TOWNSHIP  350912 N"
ACCELERATED PROPERTY MANAGEMENT SOLUTIONS LLC,ACCELERATED PROPERTY MANAGEMENT SOLUTIONS LLC LLC FL 5575 SW 198 TERRACE SW RANCHES 33332  FL 5575 SW 198 TERRACE SW RANCHES 33332 L16000217038 N 
ACE IN THE HOLE SERVICES LLC,"ACE IN THE HOLE SERVICES LLC LLC MO PO BOX 267, 367 CRABAPPLE RD OZARK 65721      LC0531959  "
ACE FREIGHT & DELIVERY SERVICES LLC,ACE FREIGHT & DELIVERY SERVICES LLC LLC GA 1511 LINCOLN DRIVE BOGART 30622  GA 1511 LINCOLN DRIVE BOGART 30622 19130142 N 484121
ADAMSON'S KARATE,"ADAMSON'S KARATE ZIONSVILLE"""" CORPORATION IN 3276 EDEN WAY CIR. CARMEL  46033 IN 1217 W. OAK ST. ZIONSVILLE 46077 2002112500139 N"
ADDICTIVE MINKS LLC,ADDICTIVE MINKS LLC LLC GA 5005 OAKLEY COMMONS BLVD UNION CITY 30291  GA 5005 OAKLEY COMMONS BLVD UNION CITY 30291 17031211 N 
ADKINSFOREVERSAFESECURITY LLC,ADKINSFOREVERSAFESECURITY LLC CORPORATION OH       HAMILTON  2323916 N 
ADP TOTALSOURCE SERVICES,"ADP TOTALSOURCE SERVICES INC."""" CORPORATION NY 28 LIBERTY ST. NEW YORK  10005 FL 10200 SUNSET DRIVE MIAMI 33173 2094689 N"
ADVENT MISSION,"ADVENT MISSION INC."" NONPROFIT IN C/O DELI LEONID, 5 WINDHAM CT BROWNSBURG  46112 IN 30 SHAW AVE SILVER SPRING 20904 2000021800173 N"
ADVERSIGN,"ADVERSIGN INC."""" CORPORATION MO 325 SE ALEXANDRIA DR. LEE'S SUMMIT  64063     119270 "
AFRICAN & IMMIGRANT COMMUNITIES OF AMERICA,"AFRICAN & IMMIGRANT COMMUNITIES OF AMERICA INC."""" NONPROFIT GA 5885 MEMORIAL DRIVE, SUITE B STONE MOUNTAIN  30083 GA 5885 MEMORIAL DR STE B, SUITE 230 STONE MOUNTAIN 30083 20127529 N"
AFTER HOURS II LLC,AFTER HOURS II LLC CORPORATION OH       SPRINGBORO  4738479 N 
AGAPE V&N DAVIDHIZAR'S FOUNDATION,AGAPE V&N DAVIDHIZAR'S FOUNDATION NONPROFIT AK 206 W ROCKWELL AVE STE 100 SOLDOTNA 99669  AK 1240 CHINOOK DRIVE KENAI 99611 10022173 N 
AH LIFE,"AH LIFE INC."""" CORPORATION WA 16706 86TH PL SW VASHON  98070 WA 16706 86TH PL SW VASHON 98070 602377231 N"
AH MAZING DESIGN,"AH MAZING DESIGN LLC"" CORPORATION OH       MINERVA PARK  2321301 N"
AIR BEDS UNLIMITED,AIR BEDS UNLIMITED LLC CO 9276 ROADRUNNER DR. HIGHLANDS RANCH 80129  CO 9276 ROADRUNNER DR. HIGHLANDS RANCH 80129 20041290236 N 
ALBERT E. SHOCKEY DETACHMENT OF THE MARINE CORPS LEAGUE,ALBERT E. SHOCKEY DETACHMENT OF THE MARINE CORPS LEAGUE NONPROFIT IN 508 MAGNOLIA DR KOKOMO 46901  IN PO BOX 2831 KOKOMO 46904 2008042100462 N 
ALBERT F. SCHNEIDER LLC.,ALBERT F. SCHNEIDER LLC. CORPORATION OH       WEST CHESTER  LL818 N 
ALEX EXPRESS CAR & LIMO INC.,ALEX EXPRESS CAR & LIMO INC. CORPORATION NY 1747 WEST 6TH ST BROOKLYN 11223  NY 1747 WEST 6TH ST BROOKLYN 11223 1824807 N 
ALGOHE SERVICES LLC,ALGOHE SERVICES LLC LLC FL 6020 BENT PINE DRIVE ORLANDO 32822  FL 6020 BENT PINE DRIVE APT 2722 ORLANDO 32822 L21000068407 N 
ALISSI CONSULTING INC.,ALISSI CONSULTING INC. CORPORATION WA 1029 SLATER RD BELLINGHAM 98226  WA 1029 SLATER RD BELLINGHAM 98226 601699730 N 
ALL ACTION CLOTHING LLC,ALL ACTION CLOTHING LLC LLC GA 1989 CHESHIRE BRIDGE RD NE ATLANTA 30324  GA 1989 CHESHIRE BRIDGE RD NE ATLANTA 30324 20069961 N 
ALL AMERICAN ENERGY COOPERATIVE ASSOCIATION,"ALL AMERICAN ENERGY COOPERATIVE ASSOCIATION INC."""" NONPROFIT OH     OH  MALVERN  1324616 N"
ALL DOGS DOG TRAINING LLC,ALL DOGS DOG TRAINING LLC LLC MO 2240 BRIARCREST DR. FLORISSANT 63033      LC1122292  
ALL FOR YOU CONCIERGE SERVICES,"ALL FOR YOU CONCIERGE SERVICES INC."" CORPORATION FL 3719 RED MAPLE CIR DELRAY BEACH  33445 FL 3719 RED MAPLE CIRCLE DELRAY BEACH 33445 P07000081323 N"
ALL HOPE CHRISTIAN ACADEMY,"ALL HOPE CHRISTIAN ACADEMY LLC"",LLC,FL,2036 SPYGLASS CT,LAKELAND,33810,FL,200 HAVENDALE BLVD,AUBURNDALE,33823,L16000114028,N,,,,,,
ALL NATION"" END-TIME MINISTRIES INC NONPROFIT FL 2405 COUNTRY CLUB DR. TALLAHASSEE  32301 FL 2404 COUNTRY CLUB DR. TALLAHASSEE 32301 N04000008357 N"
ALL THAT  BY SCOTT LANDSCAPING & GENERAL MAINTENANCE,"ALL THAT  BY SCOTT LANDSCAPING & GENERAL MAINTENANCE L.L.C."" LLC FL 8457 N. SANTOS DRIVE CITRUS SPRINGS  34434 FL 8457 N. SANTOS DRIVE CITRUS SPRINGS 34434 L19000105957 N"
ALL THAT YOU ARE,"ALL THAT YOU ARE LLC"" LLC CT     CT 13 BEECHWOOD LANE OLD LYME 6371 899142 N"
ALL THINGS NEW,"ALL THINGS NEW LLC"" LLC MO 117 S LEXINGTON STSTE 100 HARRISONVILLE  64701     LC001610984 "
ALL THINGS V LLC,ALL THINGS V LLC LLC GA 2333 CRIMSON CREEK LN SNELLVILLE 30078  GA 2333 CRIMSON CREEK LN SNELLVILLE 30078 20122797 N 453220
ALL YOU NEED RESIDENTIAL ASSISTED LIVING FACILITY LLC,ALL YOU NEED RESIDENTIAL ASSISTED LIVING FACILITY LLC LLC FL 26 RIDGEWAY CT. CRAWFORDVILLE 32327  FL 26 RIDGEWAY CT. CRAWFORDVILLE 32327 L20000119497 N 
ALL UPHOLSTERY,"ALL UPHOLSTERY INC."" CORPORATION FL 8645 SE. 57TH DR. OKEECHOBEE  34974 FL 8645 SE. 57TH DR. OKEECHOBEE 34974 P95000021572 N"
ALL-TIMATE AUTO CARE LLC,ALL-TIMATE AUTO CARE LLC LLC PA      340 INDUSTRIAL BLVD. NEW KENSINGTON  3980608  
ALLEGHENY PROPERTIES/RENTALS,"ALLEGHENY PROPERTIES/RENTALS L.L.C."""" LLC MO 609 ADAMS AVENUE MOBERLY  65270     LC0735645 "
ALLEMAENGEL CARPENTRY AND CONSTRUCTION,ALLEMAENGEL CARPENTRY AND CONSTRUCTION CORPORATION PA 7679 ALLEMAENGEL ROAD NEW TRIPOLI    7679 ALLEMAENGEL ROAD NEW TRIPOLI  3946807  
ALLISON LOVING CARE FOR SENIORS,"ALLISON LOVING CARE FOR SENIORS LIMITED LIABILITY COMPANY"""" LLC GA 3000 HWY 5, APT # 115 DOUGLASVILLE  30135 GA 3000 HWY 5, APT # 115 DOUGLASVILLE 30135 21066372 N"
ALMAR CREATIONS,ALMAR CREATIONS CORPORATION PA     PA *( MONTGOMERY AVE PENN VALLEY  2109613  
ALMAS AMERICA LATINA MAGIA,"ALMAS AMERICA LATINA MAGIA ARTE SALUD HOLISTIC CENTER LLC"" LLC GA  334 S MAIN ST ALPHARETTA 30009 GA 334 SOUTH MAIN STREET ALPHARETTA 30009"
ALONE TRANSPORTATIONS INC.,"ALONE TRANSPORTATIONS INC. CORPORATION NY VALENTIN PLINGU 8307 HICKORY STREET, #7 WHITNEY POINT 13862      3092963 N "
ALPHA Y LA OMEGA LANDSCAPING CORPORATION,ALPHA Y LA OMEGA LANDSCAPING CORPORATION CORPORATION WA 760 MARYLAND AVE CHEHALIS 98532  WA 760 MARYLAND AVE CHEHALIS 98532 602363840 N 
ALREADY FAMOUS L.L.C.,ALREADY FAMOUS L.L.C. LLC GA 3398 DEMOONEY RD. ATLANTA 30349  GA 3398 DEMOONEY RD ATLANTA 30349 11084737 N 
ALTIRO CHILEAN COUSINE LLC,ALTIRO CHILEAN COUSINE LLC LLC FL 15425 PLANTATION OAK DRIVE TAMPA 33647  FL 15425 PLANTATION OAK DRIVE APT 1 TAMPA 33647 L21000133555 N 
ALTON G. RAY BUILDER,"ALTON G. RAY BUILDER INC."""" CORPORATION GA 59 POND OAK WAY MORELAND  30259 GA 59 POND OAK WAY MORELAND 30259 H810144 N"
ALWAYS HOME SERVICES,"ALWAYS HOME SERVICES L.L.C."" LLC FL 8515 RIVER PRESERVE DRIVE BRADENTON  34212 FL 1767 LAKEWOOD RANCH BLVD #132 BRADENTON 34211 L11000110456 N"
ALWAYS ALEXANDRIA BAY LLC,ALWAYS ALEXANDRIA BAY LLC LLC NY 90 KNOLLWOOD DR. ROCHESTER 14618      5529771 N 
AMAL 2008 INC,AMAL 2008 INC CORPORATION FL 5237 CORONADO PKWY NAPLES 34116  FL 12215 COLLIER BLVD (951) #2 NAPLES 34116 P08000076825 N 
AMAYA`S NURSERY.LLC,AMAYA`S NURSERY.LLC LLC FL 1521 NE 8TH ST HOMESTEAD 33033  FL 23625 SW 152 AV REAR HOMESTEAD 33032 L19000121740 N 
AMAZED REPAIR WORKS,AMAZED REPAIR WORKS LLC CO 7185 SILVER TORCH TERRACE COLORADO SPRINGS 80919  CO 7185 SILVER TORCH TERRACE COLORADO SPRINGS 80919 20141548358 N 
AMBASSADOR CORPORATE SERVICES,"AMBASSADOR CORPORATE SERVICES LLC IN 135 NORTH PENNSYLVANIA STREET, SUITE 1610 INDIANAPOLIS 46204  IN 11020 DIEBOLD ROAD FORT WAYNE 46845 2006050900593 N "
AMBASSADOR ENTERPRISES,"AMBASSADOR ENTERPRISES LLC IN 135 NORTH PENNSYLVANIA STREET, SUITE 1610 INDIANAPOLIS 46204  IN 11020 DIEBOLD ROAD FORT WAYNE 46845 2006050900593 N "
AMBASSADOR INVESTMENTS,"AMBASSADOR INVESTMENTS LLC IN 135 NORTH PENNSYLVANIA STREET, SUITE 1610 INDIANAPOLIS 46204  IN 11020 DIEBOLD ROAD FORT WAYNE 46845 2006050900593 N "
AMBASSADOR LAUNDRIES,"AMBASSADOR LAUNDRIES INC."""" CORPORATION OH     OH  ATHENS  198224 N"
AMBASSADOR LEADERSHIP,"AMBASSADOR LEADERSHIP LLC IN 135 NORTH PENNSYLVANIA STREET, SUITE 1610 INDIANAPOLIS 46204  IN 11020 DIEBOLD ROAD FORT WAYNE 46845 2006050900593 N "
AMERICAN CHEMICAL CO.,AMERICAN CHEMICAL CO. CORPORATION PA         2109227  
AMERICAN CLEANERS,AMERICAN CLEANERS CORPORATION PA      332 E JEFFERSON ST BUTLER  2110904  
"AMERICAN INSTITUTE FOR PUBLIC SAFETY-INDIANA-,LLC,IN,301-B HOPKINS RD,INDIANAPOLIS,46229,IN,301 HOPKINS RD","AMERICAN INSTITUTE FOR PUBLIC SAFETY-INDIANA-,LLC,IN,301-B HOPKINS RD,INDIANAPOLIS,46229,IN,301 HOPKINS RD # B"" INDIANAPOLIS 46229 1997051343 N        "
AMERICAN LADY LLC,AMERICAN LADY LLC LLC NY 11 EAST 20TH STREET NEW YORK 10003      2743684 N 
AMERICAN SEED COMPANY,AMERICAN SEED COMPANY CORPORATION PA      42-44 W ORANGE ST LANCASTER  2112663  
AMERICAN TAILORING COMPANY,AMERICAN TAILORING COMPANY CORPORATION PA         2112544  
AMERICAN-ITALIAN RESTAURANT,AMERICAN-ITALIAN RESTAURANT CORPORATION PA      156 E HAMILTON ST ALLENTOWN  2111137  
AMJ TRUCKING,"AMJ TRUCKING LLC"""" LLC MO 117 NW AA HWY KINGSVILLE  64061     LC0572752 "
AMSTERDAM BED & BREAKFAST,AMSTERDAM BED & BREAKFAST CORPORATION PA     PA 31 RIDGE ROAD PHOENIXVILLE  2111776  
AMY'S ATTIC,AMY'S ATTIC CORPORATION PA     PA 265 BEECH STREET POTTSTOWN  877461  
AND JUSTICE FOR ALL,AND JUSTICE FOR ALL NONPROFIT MO 402 ADAM STEET SIKESTON 63801      N01137251  
AND STUFF LIKE THAT,AND STUFF LIKE THAT CORPORATION PA      1991 ROSEDALE ROAD QUAKERTOWN  3704232  
AND THE NEW HARLEM BOXING CENTER LLC,AND THE NEW HARLEM BOXING CENTER LLC LLC NY 207 E. 110TH ST. NEW YORK 10029      5611166 N 
ANDREWS HOME,"ANDREWS HOME AWAY FROM HOME"" LLC"" PARTNERSHIP OH       HAMILTON  1784849 N"
ANGELIC HEALING HANDS,"ANGELIC HEALING HANDS INC."" CORPORATION OR     OR 1225 NW MURRAY RD STE 103 PORTLAND 97229 70499687 N"
ANIMAL HOUSE KENNELS,"ANIMAL HOUSE KENNELS LLC"" LLC MS      3272 HWY 43 NORTH   1013793 N"
ANNA'S OF LAKELAND,"ANNA'S OF LAKELAND LLC."""" LLC FL 500 S. FLORIDA AVENUE, SUITE #300 LAKELAND  33801 FL 1456 TOWN CENTER DR LAKELAND 33803 L05000054496 N"
ANOTHER SMOOTH MOVE MOVING LLC,ANOTHER SMOOTH MOVE MOVING LLC LLC MO 157 C.R. 3360 SALEM 65560      LC0954661  
ANOTHERWAY THE WAY OF THE LORD MINISTRY INC.,ANOTHERWAY THE WAY OF THE LORD MINISTRY INC. NONPROFIT NY 32-23 90TH ST APT. 201 EAST ELMHURST 11369      6014632 N 
ANT THE MAN YARD SERVICE,ANT THE MAN YARD SERVICE LLC CO 228 FAY DR COLORADO SPRINGS 80911  CO 228 FAY DR COLORADO SPRINGS 80911 20201699822 N 
ANTHONYS WORLD OF MUSIC THROUGH THEORY & SOUND LLC,ANTHONYS WORLD OF MUSIC THROUGH THEORY & SOUND LLC LLC GA 1126 HIGHWAY 314 FAYETTEVILLE 30214  GA 1126 HIGHWAY 314 FAYETTEVILLE 30214 19124539 N 711130
ANYTHING'S POSSIBLE TYPING & MOBILE NOTARY SERVICE,"ANYTHING'S POSSIBLE TYPING & MOBILE NOTARY SERVICE LLC"" LLC WA 5200 132ND ST NE MARYSVILLE  98271 WA 5200 132ND ST NE MARYSVILLE 98271 604477946 N"
APOGEO FOUNDATION GLOBAL PUBLIC ART INC,APOGEO FOUNDATION GLOBAL PUBLIC ART INC NONPROFIT FL 1755 W 60TH ST. HIALEAH 33012  FL 1755 W 60TH ST. HIALEAH 33012 N09000002413 N 
APOSTOLIC LUTHERAN WESTERN MISSION,APOSTOLIC LUTHERAN WESTERN MISSION NONPROFIT OR     WA 2115 CHINA GARDEN RD KALAMA 98625 3049715 N 
APOSTOLOS ANDREAS PATRON KYPROU & DIASPORAS INC.,APOSTOLOS ANDREAS PATRON KYPROU & DIASPORAS INC. NONPROFIT NY 23-09 31ST STREET ASTORIA 11105      5038418 N 
AQUA BLAST  PRESSURE CLEANING & SMALL REPAIRS,"AQUA BLAST  PRESSURE CLEANING & SMALL REPAIRS LIMITED LIABILITY COMPANY"",LLC,FL,1579 QUATRAIN LANE,SEBASTIAN,32958,FL,1579 QUATRAIN LANE,SEBASTIAN,32958,L17000185292,N,,,,,http://aquablastexteriorcleaningpaversealing.com/,
AQUALOVEINC."" L.L.C. LLC IN 2413 HOBART ROAD, APT. A/1 INDIANAPOLIS  46203 IN 2413 HOBART ROAD, A/1 INDIANAPOLIS 46203 202105291494670 N"
ARARAT CONTRACTOR LLC,ARARAT CONTRACTOR LLC CORPORATION OH       PARMA  1474286 N 
ARNIE'S TAVERN,ARNIE'S TAVERN LLC IN 4535 S ST JOSEPH ST ST ANTHONY 47575  IN 4535 S ST JOSEPH ST SAINT ANTHONY 47575 2001020701797 N 
AROUND THE CLOCK CLEAN TEAM LLC,AROUND THE CLOCK CLEAN TEAM LLC CORPORATION OH       CLEVELAND HTS  2060569 N 
ARROW HOSIERY CO.,ARROW HOSIERY CO. CORPORATION PA         2107395  
ARROYOS CONCRETE LLC,ARROYOS CONCRETE LLC LLC CO 631 S PATTON CT DENVER 80219  CO 631 S PATTON CT DENVER 80219 20208075403 N 
ART OF GOD MINISTRIES,"ART OF GOD MINISTRIES CHURCH OF THE HOLY GHOST (C.O.T.H.G.)"" NONPROFIT CT         836979 N"
ART UNLEASHED,"ART UNLEASHED INC."" CORPORATION FL 21644 REFLECTION LN BOCA RATON  33428 FL 21644 REFLECTION LN BOCA RATON 33428 P06000121505 N"
"ARTCRAFT DECORATING CO.,CORPORATION,PA,,,,,1934 HIGHLAND ST,ALENTOWN,,2112643,,,,,,,
ARTCRAFT DECORATING CO.","ARTCRAFT DECORATING CO.,CORPORATION,PA,,,,,1934 HIGHLAND ST,ALENTOWN,,2112643,,,,,,,
ARTCRAFT DECORATING CO. CORPORATION PA      39 N 9TH ST ALLENTOWN  2112639  "
ARTHOMEDESIGN TECHNOLOGIES INC.,ARTHOMEDESIGN TECHNOLOGIES INC. CORPORATION WA 100 N HOWARD ST STE R SPOKANE 99201  NY 817 BROADWAY NEW YORK 10003 603562087 N 
ARTIST IN YOU,"ARTIST IN YOU INC."" NONPROFIT NY 1 MAIDEN LANE, 5THFLOOR NEW YORK  10038     3973912 N"
AS A GRAIN OF MUSTARD SEED LLC,AS A GRAIN OF MUSTARD SEED LLC CORPORATION OH       COLUMBUS  1178161 N 
AS A WHISTLE CLEANING SERVICE INC.,AS A WHISTLE CLEANING SERVICE INC. CORPORATION NY 7 ANTLER LANE SOUTH SETAUKET 11720  NY 7 ANTLER LANE SOUTH SETAUKET 11720 1081787 N 
AS I SEE IT ART AND GIFTS,AS I SEE IT ART AND GIFTS DBA OH       FAIRFIELD  4660617 N 
AS IF DEVELOPMENTAL LLC,"AS IF DEVELOPMENTAL LLC LLC NY C/O DODGER PROPERTIES LLC 311 W. 43RD ST, SIXTH FL NEW YORK 10036      5371075 N "
AS YOU WISH HOME RENOVATIONS INC.,AS YOU WISH HOME RENOVATIONS INC. CORPORATION NY 51 EAST MAIN STREET SMITHTOWN 11787      4072163 N 
AS-HOME DAY CARE CENTER,"AS-HOME DAY CARE CENTER LLC"" LLC IN 200 FERRY ST, STE C LAFAYETTE  47902 IN 6558 STAFFORD TR ZIONSVILLE 46077 2003081900386 N"
ASCS ADVANCED SPECIALTY CLEANING SERVICES,"ASCS ADVANCED SPECIALTY CLEANING SERVICES LLC"" LLC NY P.O.BOX 1017 HAMBURG  14075     4089671 N"
ASE LLC,ASE LLC LLC CT     CT 33 SMITH ST. 3 N NEW BRITAIN 6053 1209280 N 
ASISTEME INVERSIONES,"ASISTEME INVERSIONES LLC"",LLC,FL,1241 AQUILA LOOP,CELEBRATION,34747,FL,1241 AQUILA LOOP,CELEBRATION,34747,L18000090181,N,,,,,,
""ASK HR LLC"" CORPORATION OH       MILLERSBURG  2381551"
ASK THE WIZARD LLC,ASK THE WIZARD LLC LLC CT     CT 395 PEQUOT AVE #5 NEW LONDON 6320 823917 N 
ASTRA HEALTH CARE INC.,ASTRA HEALTH CARE INC. CORPORATION CO 6825 E TENNESSEE AVE ST # 350 DENVER 80224  CO 6825 EAST TENNESSEE AVE ST # 350 DENVER 80224 20051472910 N 
ASTRO PAVING COMPANY AND/OR APC,ASTRO PAVING COMPANY AND/OR APC PARTNERSHIP IN 334 NORTH SENATE AVENUE INDIANAPOLIS 46204  IN 5400 W 86TH ST INDIANAPOLIS 46268 LP94060002 N 
AT HOME NEAR THE BEACH,"AT HOME NEAR THE BEACH LLC"" LLC FL 12625 ETRIS RD. ROSWELL  30075 FL 2043 LUNETA STREET NAVARRE 32566 L16000121021 N"
AT THE CROSS OF GEORGIA COMPANY,AT THE CROSS OF GEORGIA COMPANY NONPROFIT GA 305 ROSEMONT ROAD LAGRANGE 30241  GA 605 HILL STREET LAGRANGE 30240 15097595 N 
AT YOUR SERVICE CATERING & EVENT PLANNING - LLC,AT YOUR SERVICE CATERING & EVENT PLANNING - LLC CORPORATION OH       MAPLE HTS  1991617 N 
AT YOUR SERVICE REFRESHMENTS,"AT YOUR SERVICE REFRESHMENTS LLC"" CORPORATION OH       LIMA  1701002 N"
ATHLETES' PERFORMANCE FLORIDA,"ATHLETES' PERFORMANCE FLORIDA LLC"" LLC DE 300 DESCHUTES WAY SW STE 208 MC-CSC1 TUMWATER  98501 FL 1050 GULF BREEZE PKWY GULF BREEZE 32561 603517293 N"
ATTORNEY PROTECTIVE,ATTORNEY PROTECTIVE DBA OH       AURORA  1870468 N 
ATTPRO,ATTPRO DBA OH       LIBERTY TWP.  1870469 N 
AUNT SALLY'S KITCHEN,AUNT SALLY'S KITCHEN CORPORATION PA      17 W HIGH ST ELIZABETHTOWN  2107589  
AUSTIN - ELLA LLC,AUSTIN - ELLA LLC CORPORATION OH       MENTOR  2028035 N 
AUTO INTERIOR DESIGNS & SEAT COVER SPECIALISTS GENERAL UPHOLSTERY,"AUTO INTERIOR DESIGNS & SEAT COVER SPECIALISTS GENERAL UPHOLSTERY LLC"",LLC,FL,5250 NW 75 AVE,LAUDERHILL,33319,FL,5931 PLUNKETT STREET,HOLLYWOOD,33023,L12000005828,N,,,,,,
AUTOEXPRESS VALE"" CORPORATION IN 10418 PLUMAS LANE INDIANAPOLIS  46236 IN 10418 PLUMAS LANE INDIANAPOLIS 46236 2002050900143 N"
AUTOMATIC EQUIPMENT CO.,AUTOMATIC EQUIPMENT CO. CORPORATION PA      515 LINDEN ST SCRANTON  2112734  
AXE INVESTMENTS LLC,AXE INVESTMENTS LLC CORPORATION OH       UNIONTOWN  2204550 N 
AZ,"AZ BUKI VEDI"" BULGARIAN CULTURAL AND EDUCATIONAL CENTER OF SOUTH FLORIDA INC."" NONPROFIT FL 3054 RED MANGROVE LANE SOUTH  FORT LAUDERDALE 33312 FL 1324 NE 181TH STREET NORTH MIAMI BEACH 33162 N15000006255"
B & B CONSTRUCTION AND REPAIR CORP,B & B CONSTRUCTION AND REPAIR CORP CORPORATION FL 501 NW 141ST AVE PEMBROKE PINES 33028  FL 501 NW 141ST AVE APT 106 PEMBROKE PINES 33028 P21000053121 N 
B & E AUTO BROKERS LIMITED LIABILITY COMPANY,B & E AUTO BROKERS LIMITED LIABILITY COMPANY LLC GA 200 GREENVILLE STREET STE B NEWNAN 30263  GA 200 GREENVILLE STREET STE B NEWNAN 30263 12004188 N 
B ASPHALT,"B ASPHALT INC."" CORPORATION IN 306 NORTH 400 EAST VALPARAISO  46383 IN 306 NORTH 400 EAST VALPARAISO 46383 2002040200155 N"
B CLEAN,"B CLEAN LLC"" LLC MO 117 VININGS BLVD OFALLON  63366     LC0798055 "
B DAZZLED,B DAZZLED CORPORATION PA     PA 832 SR 29 NORTH TUNKHANNOCK  2965762  
B FOR YOU/B FOR ME LLC,B FOR YOU/B FOR ME LLC LLC MO 16005 HAROLD DR BELTON 64012      LC1153644  
B HIVE TROPHY,"B HIVE TROPHY INC."" CORPORATION FL 1810 N. HERCULES AVENUE CLEARWATER  33765 FL 1810 N HERCULES AVE CLEARWATER 33765 517036 N"
B LINE BUILDING CORP.,B LINE BUILDING CORP. CORPORATION NY 49 MOSEMAN AVENUE KATONAH 10536  NY 49 MOSEMAN AVE KATONAH 10536 3934124 N 
B PREPARED,"B PREPARED INC."" CORPORATION PA      1030 MILL CREEK DR FEASTERVILLE  2986393 "
B STREET CAFE,"B STREET CAFE LLC"" LLC CO 246 DUNSMERE PUEBLO  81004 CO 121 WEST B STREET PUEBLO 81003 20111555452 N"
B STREET PROPERTIES LLC,B STREET PROPERTIES LLC LLC OR     OR 560 SW B AVE CORVALLIS 97333 26919092 N 
B SWEET CUPCAKES,"B SWEET CUPCAKES LLC"" LLC CO 425 E. 4TH STREET LOVELAND  80537 CO 425 E. 4TH STREET LOVELAND 80537 20131745095 N"
B THE HANDS RELAXATION AND WELLNESS LLC,"B THE HANDS RELAXATION AND WELLNESS LLC LLC IN 7061 TWIN OAKS DR., STE I INDIANAPOLIS 46226  IN 7061 TWIN OAKS DR, STE I INDIANAPOLIS 46254 201709271216447 N "
B WELL LLC,B WELL LLC LLC PA      2817 BOWMAN AVE BRISTOL  4317474  
B WISE ENTERPRISE LIMITED,B WISE ENTERPRISE LIMITED LLC IN 352 SHERI LANE NW CORYDON 47112  IN 13426 LOST CREEK LANE CARMEL 46074 2015052100071 N 
B WISE ENTERPRISE LLC,B WISE ENTERPRISE LLC LLC IN 352 SHERI LANE NW CORYDON 47112  IN 13426 LOST CREEK LANE CARMEL 46074 2015052100071 N 
B-HANDY HANDYMAN SERVICE L.L.C,B-HANDY HANDYMAN SERVICE L.L.C LLC MO 5115 OWL COURT IMPERIAL 63052      LC0641221  
BING THE BEST,"BING THE BEST INC."" CORPORATION FL 1351 S. KILLIAN DR., SUITE 1 LAKE PARK  33403 FL 1351 S. KILLIAN DR., SUITE 1 LAKE PARK 33403 P01000019283 N"
B.O.Z. THE BROTHERS OF ZION LLC,B.O.Z. THE BROTHERS OF ZION LLC LLC CT     CT 80 COLEMAN ST WEST HAVEN 6516 783223 N 
B.Y.G. & M.Y.D. L.L.C.,B.Y.G. & M.Y.D. L.L.C. LLC NY 41 STATE STREET SUITE 106 ALBANY 12207      3241203 N 
BACK 2 THE BASICS TUTORIAL SERVICES,"BACK 2 THE BASICS TUTORIAL SERVICES LLC."" CORPORATION OH       BEAVERCREEK  1681597 N"
BACK TO BASICS INSTRUCTIONAL FOOTBALL CAMP,"BACK TO BASICS INSTRUCTIONAL FOOTBALL CAMP INC."" NONPROFIT NY 856 MULBERRY ROAD VALLEY COTTAGE  10989     3505652 N"
BACK TO LIFE TAXIDERMY,BACK TO LIFE TAXIDERMY SOLE PROPRIETORSHIP WV           
BADIP BETTERDAYS INCORPORATED,BADIP BETTERDAYS INCORPORATED NONPROFIT NY 2706 RICHMOND TERRACE STATEN ISLAND 10303      4387564 N 
BAG LADY LUNCHEON (BE THE ONE LEFT HOLDING THE BAG),BAG LADY LUNCHEON (BE THE ONE LEFT HOLDING THE BAG) DBA OH       DAYTON  2258658 N 
BAKED IN THE VILLAGE CAFE,BAKED IN THE VILLAGE CAFE DBA OH       DAYTON  2095416 N 
BALANCIA COUNSELING LLC,BALANCIA COUNSELING LLC LLC FL 12125 AVILES CIRCLE PALM BEACH GARDENS 33418  FL 12125 AVILES CIRCLE PALM BEACH GARDENS 33418 L19000252195 N 
